1713016809.512594000	102.132.115.163	10.30.228.173	277737	1
1713016809.877444000	102.132.115.163	10.30.228.173	218397	1
1713016809.888630000	10.30.222.137	8.219.89.234	0	1
1713016809.927625000	102.132.115.163	10.30.228.173	81421	1
1713016809.942092000	41.169.98.17	10.30.222.137	3105408	1
1713016809.949911000	10.30.222.137	8.219.89.234	0	1
1713016809.979035000	41.169.98.17	10.30.222.137	3155460	1
1713016809.988266000	102.132.104.63	10.30.228.173	31222	1
1713016809.997982000	41.169.98.17	10.30.222.137	3174780	1
1713016810.061534000	41.169.98.17	10.30.222.137	3198615	1
1713016810.061914000	41.169.98.17	10.30.222.137	3199995	1
1713016810.063312000	41.169.98.17	10.30.222.137	3202755	1
1713016810.080006000	41.169.98.17	10.30.222.137	3205515	1
1713016810.080679000	41.169.98.17	10.30.222.137	3213795	1
1713016810.082070000	41.169.98.17	10.30.222.137	3216555	1
1713016810.121209000	41.169.98.17	10.30.222.137	3217935	1
1713016810.121525000	41.169.98.17	10.30.222.137	3219315	1
1713016810.349668000	102.132.115.163	10.30.228.173	120061	1
1713016810.391385000	102.132.115.163	10.30.228.173	121441	1
1713016810.404936000	102.132.115.163	10.30.228.173	373623	1
1713016810.405069000	102.132.115.163	10.30.228.173	375003	1
1713016810.421076000	102.132.115.163	10.30.228.173	376383	1
1713016810.454749000	10.30.244.228	223.119.40.19	0	1
1713016810.464464000	102.132.115.163	10.30.228.173	383283	1
1713016810.466203000	102.132.115.163	10.30.228.173	384663	1
1713016810.466335000	102.132.115.163	10.30.228.173	386043	1
1713016810.524073000	102.132.115.163	10.30.228.173	346023	1
1713016810.579857000	41.169.98.17	10.30.222.137	3377543	1
1713016810.596837000	41.169.98.17	10.30.222.137	3385823	1
1713016810.597157000	41.169.98.17	10.30.222.137	3388583	1
1713016810.601479000	41.169.98.17	10.30.222.137	3394103	1
1713016810.601636000	41.169.98.17	10.30.222.137	3396863	1
1713016810.602739000	41.169.98.17	10.30.222.137	3398243	1
1713016810.616085000	41.169.98.17	10.30.222.137	3399623	1
1713016810.616349000	41.169.98.17	10.30.222.137	3402383	1
1713016810.621003000	41.169.98.17	10.30.222.137	3403763	1
1713016810.621586000	41.169.98.17	10.30.222.137	3405143	1
1713016810.622995000	41.169.98.17	10.30.222.137	3406523	1
1713016810.623154000	41.169.98.17	10.30.222.137	3407903	1
1713016810.625638000	41.169.98.17	10.30.222.137	3413423	1
1713016810.626958000	41.169.98.17	10.30.222.137	3429983	1
1713016810.628303000	41.169.98.17	10.30.222.137	3436883	1
1713016810.628436000	41.169.98.17	10.30.222.137	3438263	1
1713016810.639104000	41.169.98.17	10.30.222.137	3454823	1
1713016810.724340000	10.30.222.137	8.219.89.234	0	1
1713016810.743488000	41.169.98.17	10.30.222.137	3465863	1
1713016810.749603000	71.18.46.243	10.30.222.137	378701	1
